Title,Length,Date,Time,Source,Content,Author
MEINUNG; Falsche Strategie!,142 words,27 February 2023,BILD,ZBILD,"['PAUL RONZHEIMER', 'Es ist das Wort, das alle elektrisiert: ""Friedensverhandlungen!""', 'Nichts wünschen sich die Menschen in der Ukraine sehnlicher als den Frieden. Aber die Geschichte hat gezeigt: Manchmal führen Verhandlungen nicht zu Frieden, sondern zu noch mehr Krieg.', 'BILD weiß: Sowohl in den USA als auch in Deutschland wird in der Regierung hinter vorgehaltener Hand argumentiert, dass die Ukraine bis Herbst Zeit hat, Gebiete zurückzugewinnen. Gelingt das nicht oder nur teilweise, müsse es verstärkten Druck für Verhandlungen geben.', 'Auch, wenn diese Signale nicht öffentlich gesendet werden: Sie sind fatal.', 'Sie ermutigen Kreml-Diktator Putin zum Weiterkämpfen. Sie geben ihm Hoffnung, geraubte Gebiete zu behalten, seine Macht zu stabilisieren - und später wieder anzugreifen. Die richtige Strategie wäre: Klarmachen, dass die Ukraine auch über 2023 hinaus militärisch unterstützt und aufgerüstet wird.', 'Damit Russland maximal abgeschreckt wird - und hoffentlich besiegt.']",Paul Ronzheimer
MEINUNG; In diesem Krieg bringen Waffen Frieden!,163 words,24 February 2023,BILD,ZBILD,"['JOHANNES BOIE', 'Zwischen dem 23. und 24. Februar verläuft ein Riss in der Geschichte.', 'Die Nacht, in der Russland einen mörderischen Angriffskrieg begonnen hat. Rohe Gewalt gegen die Zivilisation.', 'Der Täter: Wladimir Putin. Russlands Diktator will die Grenzen vergangener Jahrhunderte wiederherstellen.', 'Das Opfer: die Menschen in der Ukraine. Folter, Tod, Verderben bringen ihnen die Russen, ermorden hemmungslos selbst Zivilisten. Dann zeigte der Westen seine Muskeln! USA und Großbritannien standen bereit, zuerst und mutig. Frankreich, Deutschland und andere kamen (zu) spät.', 'Aber jetzt liefern alle Waffen, helfen der Ukraine. Und damit Demokratie, Freiheit und Menschenrechten. Ein starkes Bündnis gegen Putins Verbrechen!', 'Wer gegen diese Hilfe ist, hat vielleicht Angst. Jeder darf seine Meinung, seine Zweifel sagen. Können Waffen wirklich den Frieden bringen? Ja, in diesem Fall ist das so. Je schneller Russland geschlagen wird, desto eher ist der Krieg vorbei.', 'In der Ukraine kämpft Gut gegen Böse. Zum Glück steht Deutschland auf der richtigen Seite!']",Johannes Boie
MEINUNG; Vorsicht vor zu viel Staat,154 words,23 February 2023,BILD,ZBILD,"['FILIPP PIATOV', 'Wer in Deutschland angegriffen, belästigt oder beleidigt wird, kann zur Polizei gehen und Anzeige erstatten.', 'So funktioniert der Rechtsstaat.', 'Wenn der Staat Bürger auffordert, nicht strafbares Verhalten zu melden, ist Obacht geboten.', 'Es stellen sich viele Fragen: Warum mischt sich der Staat in Lebensbereiche ein, die ihn eigentlich nichts angehen? Wozu wird er die teils anonymen Meldungen verwenden?', 'Nur zu verständlich ist es, wenn immer neue Meldestellen viele Deutsche misstrauisch machen.', 'Die Bürger haben ein feines Gespür für den Hang des Staats zu Übergriffigkeit, viele ein historisch geformtes Misstrauen gegen alles, was nach Denunziantentum riecht.', 'In der Corona-Zeit hat sich der deutsche Staat nicht immer von seiner besten Seite gezeigt. Zu oft hat er seine Grenzen überschritten - und zur Spaltung der Gesellschaft beigetragen.', 'Ja, Rassismus, Frauenfeindlichkeit und Diskriminierung müssen auch weiterhin bekämpft werden.', 'Aber Meldeportale für nicht strafbares Verhalten sind der falsche Weg.']",Filipp Piatov
KOMMENTAR; Gerechtigkeit für alle Mütter!,131 words,20 February 2023,BILD,ZBILD,"['DIRK HOEREN', 'Selten hat ein Gesetz die Lage der Frauen im Alter so verbessert wie die Mütterrente. Die Zahlen der Rentenversicherung zeigen: Kinder kriegen und betreuen führt jetzt nicht mehr automatisch Richtung Altersarmut.', 'Aber es klafft immer noch eine echte Gerechtigkeitslücke. Es ist absurd, wenn Mütter für vor 1992 geborene Kinder weniger Rente gutgeschrieben bekommen, als für nach 1992 geborene.', 'Sind dem Staat etwa früher geborene Kinder weniger wert als später geborene? Werden die einen später bessere Beitragszahler als die anderen?', 'Natürlich geht es mal wieder ums Geld. Zwölf Milliarden Euro jährlich kosten die seit 2014 eingeführten Erhöhungen der Mütterrente jetzt schon für die vor 1992 geborenen Kinder.', 'Aber das ist gut angelegtes Geld.', 'Denn eines ist sicher: Ohne Mütter könnte die Rentenversicherung dichtmachen!']",Dirk Hoeren
KOMMENTAR; Diese Rede macht uns Hoffnung!,151 words,18 February 2023,BILD,ZBILD,"['HANS-JÖRG VEHLEWALD', 'Die Welt reibt sich die Augen: ein Bundeskanzler, der seine Bündnispartner zu mehr Tempo bei der Lieferung von Kampfpanzern aufruft! Der Europa mehr Führung, der Nato mehr Geld verspricht.', 'Ist das derselbe Olaf Scholz, der noch vor einem Jahr Estland die Lieferung von sieben alten DDR-Haubitzen nach Kiew untersagte? Der Scholz, der selbst nur 5000 Helme an die Front schicken wollte?', 'Jetzt sagt der Kanzler: Jede westliche Waffe bringt uns dem Frieden näher! Und verspricht: Deutschland steht zu seinem Nato-Versprechen, dauerhaft die Rüstungsausgaben anzuheben.', 'Kann die Welt Scholz diesmal trauen?', 'Hoffnung macht sein neuer Verteidigungsminister Boris Pistorius. Der schafft Vertrauen, spricht wirklichen Klartext zur Ukraine (Muss gewinnen!). Klartext in Sachen Bundeswehr (Neuanfang nötig!). Klartext bei Panzern (Mehr Tempo, mehr Geld!).', '358 Tage nach Kriegsbeginn scheint Olaf Scholz, der ""Zauder-Kanzler"", in seiner selbst verkündeten ""Zeitenwende"" angekommen. Endlich!']",Hans-Jörg Vehlewald
KOMMENTAR; Deutschland ramponiert seinen Ruf,136 words,17 February 2023,BILD,ZBILD,"['KARINA MÖSSBAUER', 'Ein Bahn-Bagger legt weltweit das IT-System der Lufthansa lahm. Ver.di bestreikt den Münchner Flughafen just an dem Tag, an dem internationale Gäste mit engem Zeitplan zur Münchner Sicherheitskonferenz einfliegen. Und in Brandenburg sollen sich Schüler ohne Lehrer bilden (""selbstorganisiertes Lernen"", siehe S. 3), weil es kaum noch welche gibt.', 'Früher war ""Made in Germany"" ein Qualitätssiegel, ""German Efficiency"" (Deutsche Effizienz) erweckte Ehrfurcht. Deutschland war der Maßstab.', 'Heute sind wir Negativ-Beispiel in vielerlei Hinsicht.', 'Unsere Energiepolitik - alles andere als ein Exportschlager.', 'Unsere Flüchtlingspolitik: ein Alleingang, der unsere EU-Nachbarn gegen uns aufbrachte.', 'Die Wiederholung der Berliner Pannenwahl: unter den Augen internationaler Wahlbeobachter!', 'Es ist bitter. Aber das Einzige, was uns aktuell zu gelingen scheint, ist, unseren Ruf zu ramponieren und unsere Zukunft zu verspielen.']",KARINA MÖSSBAUER 
KOMMENTAR; Bloß kein Gipfel-Blabla mehr!,131 words,16 February 2023,BILD,ZBILD,"['ZARA RIFFLER', 'Seit einem halben Jahr rufen Landräte und Bürgermeister in ganz Deutschland wieder um Hilfe. Viele haben keine Kapazitäten mehr, um weitere Asylbewerber aufzunehmen.', 'Doch in Berlin scheinen die Mahnungen, Hilferufe, Appelle bisher nicht anzukommen. Beharrlich weigerte sich Innenministerin Faeser beispielsweise bis zum Schluss, Europas Außengrenzen richtig abzusichern gegen illegale Migration.', 'Beim heutigen Flüchtlingsgipfel darf Faeser die Realität nicht weiter ignorieren! Klare Kante statt Gipfel-Blabla.', 'Auch Deutschlands Aufnahmefähigkeiten sind begrenzt. Eben weil Asyl ein Menschenrecht ist, muss die Regierung schnellstmöglich die Krise in den Griff bekommen. Damit Asyl weiter gewährt werden kann.', 'Dazu gehört auch eine viel schnellere und konsequente Abschiebung. Und ein Einbürgerungsrecht, das illegale Migration nicht noch fördert - sondern ganz klare Grenzen setzt.', 'Frau Faeser, heute müssen SIE liefern!']",ZARA RIFFLER 
KOMMENTAR; Krisen-Gebiet Schule,107 words,15 February 2023,BILD,ZBILD,"['KAI WEISE', 'Krisengebiete. Das sind Kriege, Erdbeben, Hungersnöte.', 'Krisengebiete. Dafür steigt der Kanzler ins Flugzeug. Und sichert Hilfe zu.', 'Doch EIN Krisengebiet liegt direkt vor unserer Haustür. Schule.', 'Hier ist Krise - und das seit Jahrzehnten!', 'Überfüllte Klassen. Schulgebäude wie Ruinen.', 'Ausgezehrte Lehrer. Sprachprobleme. Gewalt.', 'Schul-Essen schlechter als beim Schmuddel-Imbiss um die Ecke.', 'Lehrermangel. Unterrichtsausfall. So dramatisch, dass Schulen jetzt tagelang Unterricht einstellen müssen!', 'Wie in Wiefelstede. Mitten in Deutschland. Peinlich!', 'Herr Bundeskanzler, auch Wiefelstede ist Krisengebiet.', 'Deutschlands Schulen sind Krisengebiete.', 'Hier bilden Sie keine Krisenstäbe, berufen keine Krisen-Gipfel ein.', 'Herr Bundeskanzler, helfen Sie endlich.', 'HIER scheitert unsere Zukunft!']",Kai Weise
KOMMENTAR; Sprecht offen über Migration!,147 words,14 February 2023,BILD,ZBILD,"['FILIPP PIATOV', 'Es ist nur eine Regionalwahl, aber sie hat bundesweite Wirkung. Die CDU in Berlin hat gezeigt, dass eine demokratische Partei mit einem Thema Wahlen gewinnen kann, das seit Jahren als toxisch galt: Migration.', 'Nach den Silvester-Krawallen haben sich die Christdemokraten nicht gescheut, ein Problem anzusprechen, das vielen Bürgern auf der Seele brennt: den Zusammenhang zwischen Zuwanderung und Kriminalität.', 'Spitzenkandidat Kai Wegner und CDU-Chef Friedrich Merz haben den Finger in die Wunde gelegt. Sie wurden dafür vom politischen Gegner und auch in vielen Medien als Ausländerfeinde und Rassisten beschimpft.', 'Doch die Wähler haben gezeigt: Sie wollen, dass eine demokratische Partei über die großen Probleme spricht, die es in Deutschland mit Migration und Integration gibt.', 'Das Ergebnis ist beeindruckend: Die CDU hat nicht nur die Wahl gewonnen, sondern auch als einzige Partei die rechtspopulistische AfD geschwächt.', 'Gut so!']",Filipp Piatov
KOMMENTAR; Berlin braucht den Neustart!,162 words,13 February 2023,BILD,ZBILD,"['JAN W. SCHÄFER', 'Die Wahl in Berlin kennt mit der CDU einen klaren Sieger - und viele Verlierer. Doch die Gier nach Macht ist bei Roten und Grünen stärker als die Einsicht, dass die Hauptstadt dringend einen Neustart braucht!', 'Seit 21 Jahren regiert die SPD in Berlin, meist mit der Linkspartei, sieben Jahre auch mit den Grünen.', 'Die Bilanz: blamabel!', 'Die Hauptstädter leiden unter Verkehrschaos, bürgerfeindlichen Behörden, einem miesen Schulsystem. Spitze? Ist Berlin nur bei Kriminalität, Stütze-Empfängern, Schulden.', 'Das ist einer Hauptstadt unwürdig! Roten und Grünen fehlt der Hunger, Berlin wirklich besser zu machen. Gier ist nur noch da, wenn es um eigenen Machterhalt geht.', 'Nach der Bundestagswahl 2021 wiesen SPD und Grüne den Wahlverlierer CDU - zu Recht - in die Schranken, reklamierten die Macht für sich. Nun wollen Rote und Grüne auch als Wahlverlierer weiterregieren.', 'Dieser Posten-Egoismus schadet dem Vertrauen in die Politik. Und damit uns allen. Berlin und Deutschland haben Besseres verdient!']",Jan W. Schäfer
KOMMENTAR; So funktioniert Rechtsstaat!,139 words,11 February 2023,BILD,ZBILD,"['NIKOLAUS HARBUSCH', 'Seit Jahren weist BILD immer wieder auf die katastrophalen Defizite bei der Abschiebung ausländischer Straftäter hin.', 'Im Fall des afghanischen Kinderschänders, der nach seiner Abschiebung ein zweites Mal nach Deutschland kam, zeigt sich jetzt Dank des Einsatzes der Bundespolizei: der deutsche Rechtsstaat funktioniert!', 'Die konsequente Rückführung nach der Resthaftverbüßung in die Schweiz lief gestern mustergültig!', 'Und sendet ein klares Signal an unser südliches Nachbarland: ""Ihr dürft Illegale Migranten nicht länger durchwinken"".', 'Die Schweizer Grenze darf kein Einfallstor für Illegale und deren Schleuser werden.', 'Vor allem aber gibt die Abschiebung die Richtung für den dringend benötigten Flüchtlingsgipfel von Innenministerin Faeser am 16. Februar vor.', 'Die Phase, in der ausländische Straftäter glaubten, sie könnten deutschen Behörden auf der Nase herum tanzen, muss nach den Skandalen der letzten Monate nun endgültig zu Ende gehen.']",Nikolaus Harbusch
"KOMMENTAR; Erst Panzer, dann Jets!",143 words,10 February 2023,BILD,ZBILD,"['JULIAN RÖPCKE', 'Ukraines Präsident Selenskyj verlangt westliche Kampfflugzeuge für den Kampf gegen Russland.', 'Das ist verständlich und richtig! Eine moderne Armee braucht eine moderne Luftwaffe.', 'Doch die neue Debatte über Jets lenkt ab von der über Panzer. Und der viel drängenderen Frage: Wie bekommt die Ukraine die zugesagten Kampfpanzer, um Putins Armee noch 2023 zurückzudrängen, bestenfalls sogar zu schlagen?', '14 europäische Länder verfügen über 2000 Leopard-2-Panzer. Fest zugesagt haben davon drei Länder knapp über 30 moderne Panzer, u. a. Deutschland. Und der Rest? Noch ist nicht einmal klar, ob die USA in diesem Jahr auch nur einen Panzer schicken werden.', 'Ein Armutszeugnis für den angeblich so geschlossenen Westen!', 'Putins Truppen rücken in der Ukraine weiter vor. Für taktische Spielchen ist keine Zeit.', 'Deshalb eines nach dem anderen: Die Ukraine braucht erst Panzer. Dann Jets!']",Julian Röpcke
KOMMENTAR; 10000 Euro im Monat sind genug!,136 words,9 February 2023,BILD,ZBILD,"['ALBERT LINK', 'Das haben sich unsere Bundestagsabgeordneten fein ausgedacht: Seit 2016 steigen ihre Diäten automatisch - gekoppelt an die allgemeine Lohnentwicklung.', 'Ergebnis ab Juli: Mindestens 350 Euro monatlich mehr im Geldbeutel, insgesamt 10674,28 Euro brutto. Hinzu kommt die steuerfreie Kostenpauschale, die die Abgeordneten z.B. für Wahlkreisbetreuung verwenden können, aber nicht müssen: Rechenschaft schulden sie dem Steuerzahler nicht.', 'Kurzum: Unsere Volksvertreter werden fürstlich entlohnt. Der Durchschnitts-Arbeitnehmer hat im Schnitt weit weniger als die Hälfte auf dem Gehaltszettel.', 'Das darf nicht sein! Im Bundestag muss endlich mehr Bescheidenheit einkehren.', 'Deshalb brauchen wir den Diäten-Deckel für Abgeordnete. 10000 Euro im Monat - das muss die Grenze sein.', 'Denn damit werden die Volksvertreter in den nächsten Jahren auch weiter sehr viel besser leben können als die meisten anderen Bürger.']",Albert Link
KOMMENTAR; Ein Deutscher muss Mr. Euro werden!,152 words,8 February 2023,BILD,ZBILD,"['JAN W. SCHÄFER', 'Beim Blick in den Geldbeutel wird Millionen Bürgern ganz schummerig zumute. Selten herrschte trotz Lohn und Rentenplus so viel Ebbe.', 'Bedanken können sich Beschäftigte und Rentner dafür auch bei Christine Lagarde!', 'Die französische Präsidentin der Euro-Bank EZB hat es - schon vor dem Ukraine-krieg - nicht geschafft, den Teuer-Schock zu stoppen. Dabei ist genau das ihre Hauptaufgabe.', 'Schlimmer noch: Lagarde sorgte nach ihrem Amtsantritt 2019 dafür, dass sich der Teuer-Schock erst richtig entfalten konnte. Sie drückte gegen Expertenrat laschere Inflationsregeln durch - und machte damit Arbeitnehmer und Rentner ärmer.', 'Was für ein Debakel!', 'Die EZB ist unabhängig. Niemand kann ihre Präsidenten für schwere Fehler zur Rechenschaft ziehen.', 'Umso wichtiger, dass die Euro-Chefs einen Top-Job machen. Ganz in der Tradition von Bundesbank und stabiler D-Mark.', 'Der nächste EZB-Chef muss daher endlich mal ein Deutscher sein!']",Jan W. Schäfer
KOMMENTAR; Die Justiz hat versagt!,124 words,6 February 2023,BILD,ZBILD,"['MAX SCHNEIDER', 'Der Umgang der Justiz mit Zug-Killer Ibrahim A. ist ein gnadenloser Schlag ins Gesicht der Angehörigen der Opfer des Amoklaufs.', 'Eine dilettantische Kette von Fehlern, Schlampigkeit, Desinteresse, Versäumnissen.', 'Ibrahim A. drohte Monate vor dem Regiozug-Blutbad im Knast mit Terror. Doch die Hamburger Chaos-Justiz informierte nicht einmal den Verfassungsschutz!', 'Trotz mehr als 20 Straftaten hielten es die Behörden nicht für nötig, den staatenlosen Palästinenser als Intensivtäter zu führen!', 'Ein Psychiater beurteilte den Häftling kurz vor der Freilassung als ""nicht gefährlich"", lag völlig falsch.', 'Mehr Behörden-Versagen geht nicht.', 'Das muss sofortige Folgen haben: Die komplett überforderte Hamburger Justizsenatorin Anna Gallina (Grüne) muss die Angehörigen um Verzeihung bitten.', 'Und dann ihre Sachen packen. Sofort!']",MAX SCHNEIDER
KOMMENTAR; Integration verkehrt,234 words,4 February 2023,BILD,ZBILD,"['CLAUS STRUNZ', 'Es brodelt im Land.', 'Jeden Tag kommen mehr Flüchtlinge nach Deutschland - und jeden Tag werden Probleme deutlicher, die auch mit dem Zuzug verbunden sind: Mord- und Totschlagsdelikte, Vergewaltigungen und andere Straftaten.', 'Es wird offenbar, dass Bund, Länder und Gemeinden - also wir alle - durch ungeschützte Grenzen an die Grenzen unserer Leistungskraft kommen, emotional und finanziell.', 'Weil es aufgrund der Menge an Menschen, die im verständlichen Streben nach einem besseren Leben nach Deutschland kommen, nicht mehr anders geht, sollen in dem 500-Einwohner-Örtchen Upahl in Mecklenburg 400 Flüchtlinge untergebracht werden. Upahl wird damit zum Symbol und zum Schauplatz einer versagenden Migrationspolitik.', 'Die Dramaturgie des Scheiterns ist immer gleich: Die Bürger wehren sich, die Politik zieht durch, die Vernunft bleibt auf der Strecke - und am Ende ist das Vertrauen in die Politik weg.', '400 Flüchtlinge auf 500 Einwohner sind das Gegenteil von sinnvoller Integration. Solch eine Verteilungspolitik verkehrt das Streben nach friedlichem Zusammenleben ins Gegenteil.', 'Das wirkt so, als ob man von den Einheimischen verlange, sich in den Kreis der Fremden zu integrieren - statt umgekehrt. Und es mutet auch den Ankömmlingen Unzumutbares zu: Gettoisierung, Nicht-Willkommen-Sein, Ausgrenzung.', 'Verantwortungsvolle Politik muss darauf achten, den Bedürfnissen aller Betroffenen gleichermaßen gerecht zu werden! Sonst entsteht der politische Treibstoff, den die Feinde der Demokratie nutzen.', 'Eines noch, falls Sie das alles genauso sehen: Wer es ausspricht, ist nicht rechts - sondern hat recht.']",CLAUS STRUNZ
KOMMENTAR; Nichtstun für die Mieter ist beschämend!,144 words,3 February 2023,BILD,ZBILD,"['FELIX RUPPRECHT', 'Diese Zahlen sind eine Bankrotterklärung: Die Mieten stiegen 2022 um 16 Prozent. Unter 18 Euro pro Quadratmeter kalt soll bei Neubauten bald nichts mehr gehen. Dazu der Energie-Schock und mehr Grundsteuer für Eigentümer und Mieter. Wohnen ist Luxus-Gut.', 'Die Politik ist angetreten, um das zu ändern. Mieterschutz im Koalitionsvertrag und ein Mega-Neubau-Ziel von 400 000 Wohnungen jährlich. Ergebnis: nichts als heiße Luft. SPD-Bauministerin Klara Geywitz scheitert mit der Bau-Offensive kläglich.', 'Und FDP-Justizminister Marco Buschmann weigert sich, die Regierungsvereinbarungen zum Stopp der Preisspirale umzusetzen.', 'Als wäre das alles noch nicht genug, blockieren Grüne und Linke Neubauprojekte in Berlin. In ganz Deutschland fehlen heute 700 000 Wohnungen.', 'Kein Wunder, wenn sich selbst Immobilien-Riesen wie Vonovia weigern, überhaupt zu bauen. Tenor: zu hohe Kosten, zu wenig Profit. Beschämend!']",Felix Rupprecht
KOMMENTAR; Wut statt Wurst,126 words,2 February 2023,BILD,ZBILD,"['THOMAS LIEBENBERG', 'Möglicherweise gibt es Menschen, die die Deutsche Bahn mögen. Die unfassbar viel Zeit mitbringen, die Überraschungen lieben und die ausgiebig gefrühstückt haben, bevor sie in den Zug steigen.', 'Ich gehöre nicht dazu.', 'Ich hasse die Bahn - und die Bahn hasst mich.', 'Meine letzten Bahnreisen waren allesamt ein Desaster! Zugausfälle, Verspätungen, geschlossene Bordbistros oder ""eingeschränkte Speiseangebote"".', 'Irgendwas ist immer - und ich bin nicht allein: 2022 war jeder dritte Fernzug zu spät, im Sommer sogar jeder zweite.', 'Wenn Bummelbahn-Boss Richard Lutz jetzt in gendergerechter Sprache die vegane Currywurst im Speisewagen feiert, habe ich Wut im Bauch.', 'Herr Lutz, Sie verdienen dieses Jahr 990 000 Euro! Sorgen Sie endlich dafür, dass Ihre Züge pünktlich fahren!', 'Alles andere ist mir WURST.']",THOMAS LIEBENBERG
"KOMMENTAR; Da läuft was schief, Frau Nahles!",138 words,1 February 2023,BILD,ZBILD,"['DIRK HOEREN', 'Diese Bilanz kann Andrea Nahles, der neuen Chefin der Bundesagentur für Arbeit, überhaupt nicht gefallen: Jeder dritte Widerspruch gegen Hartz-Bescheide hat Erfolg. In etlichen Jobcentern sind Rechtsfehler bei Hartz-Bescheiden leider an der Tagesordnung. Da läuft gewaltig was schief in Ihrer Mammut-Behörde, Frau Nahles!', 'Zugegeben, das Hartz-IV-Gesetz war kompliziert. Viel zu kompliziert. 85 Paragrafen sollten das Schicksal von Millionen Menschen regeln. Vom Anspruch auf Diätessen bis zur Größe der Wohnung. Kein Wunder, dass da viele Sachbearbeiter in den Jobcentern verzweifeln. Aber Rechtsfehler in so großem Stil entschuldigt und erklärt das nicht.', 'Schon jetzt ist klar: Auch durch das neue Bürgergeld wird sich daran wenig ändern. Denn hinter dem neuen Namen steht in weiten Teilen das alte Gesetz.', 'Frau Nahles, Sie haben ein Problem!']",Dirk Hoeren
KOMMENTAR; Finstere Zeiten!,114 words,31 January 2023,BILD,ZBILD,"['THOMAS LIEBENBERG', 'Im Harz vereisen wenige Hochspannungsleitungen - und 100 000 Menschen sind ohne Strom, Blackout!', 'In NRW knacken Unbekannte vier läppisch gesicherte Stellwerke - und der Bahnverkehr bricht zusammen.', 'In Potsdam drohen Hacker lediglich mit einem Cyberangriff - und schon schalten die Behörden vor lauter Angst tagelang das Internet ab.', 'Finstere Zeiten!', 'Eine kalte Winternacht, alte Türschlösser und ein paar böse E-Mails reichen aus, um unsere kritische Infrastruktur kollabieren zu lassen.', 'Deutschland ist verletzlich geworden. Kaputtgespart wie Bahn und Bundeswehr.', 'Schluss damit! Bringt endlich unser Land in Ordnung!', 'Wir zahlen Steuern, damit die Züge fahren und das Licht brennt.', 'Denn ein Land, das im Dunkeln sitzt, ist ein schutzloses Land.']",THOMAS LIEBENBERG
KOMMENTAR; Ich lass mir mein Auto nicht verbieten!,176 words,30 January 2023,BILD,ZBILD,"['PETER TIEDE', 'Ich bekenne: Ich liebe das Autofahren! Mit zwei großen Hunden geht es oft auch gar nicht anders als automobil - nicht in Bus und Bahn aufs Land und schon gar nicht in den Urlaub.', 'Aber als Großstädter habe ich einen Vorteil: Denn ich muss nicht wie Millionen Deutsche täglich pendeln. In Regionen, in denen es den öffentlichen Nahverkehr nur als Zweizeiler auf dem Fahrplan gibt.', 'Uns Autofahrer eint: Wir wurden von einer politischen Kaste zu Feinden erklärt. Wir sollen weg. Unter Zwang. Auf dem Weg ins autofreie Phantasia-Land werden Parkplätze ausradiert, Straßen dichtgemacht, Ampeln auf stur geschaltet, Parkgebühren hochgewuchert.', 'Längst werden in der Verkehrspolitik nur noch Gruppen gegeneinander ausgespielt: Verbrenner gegen Stromer, alle Autos gegen Bahn und Rad, Städter gegen Landvolk. Als ginge das so einfach, als schlösse eins das andere aus.', 'Wer will, dass wir das Auto stehen lassen, der muss BESSERE Alternativen bieten - statt uns zur schlechteren zu zwingen, unser Leben zu verteuern.', 'Nur Verzicht ist keine Antwort. Zwang ist keine Politik.']",Peter Tiede
Seine Ablöse wird Nagelsmann nicht schützen Läuft doch,256 words,30 January 2023,BILD,ZBILD,"['MATTHIAS BRÜGELMANN', 'KOMMENTAR', 'Läuft doch super für den FC Bayern mit Julian Nagelsmann (35)!', 'Platz 1 in der Liga, DFB-Pokal & Champions League noch dabei - und als einziger Top-Verein Europas erst eine Saisonniederlage wettbewerbsübergreifend. Nach den Fakten eine starke Zwischenbilanz! Aber die gefühlte Bayern-Temperatur ist eine andere.', 'Das 5-Punkte-Polster durch die 1:1-Flut verpulvert, Probleme durch die Langzeitverletzten Neuer, Hernández, Mané, den Neuer-Vertrauten Tapalovic zwischendurch gefeuert und Gucci-Gnabry erinnert an schlimmste FC-Hollywood-Zeiten.', 'Hat Nagelsmann seine Mannschaft im Griff? Zweifel sind angebracht. Die Einfallslosigkeit gegen erwartbar mauernde Gegner wie Köln und Eintracht war erschreckend. Was lässt Nagelsmann eigentlich trainieren, wenn nicht das? Wo ist die Dominanz der 10 Siege in Serie vor der WM-Pause geblieben?', 'Das Beständigste bei Nagelsmann ist das Unbeständige. Seine erste Saison verbindet man nicht mit der Meisterschaft, sondern den K.o.-Blamagen gegen Gladbach (0:5) und Villarreal. Der jüngste Meistertrainer der Bayern-Historie muss jetzt liefern!', 'Sollte von dem aktuell weiterhin möglichen Triple schon in den kommenden Wochen (Mittwoch', 'im DFB-Pokal in Mainz, dann Champions-League-Hinspiel in Paris) nur noch der Meisterkampf übrig bleiben, wird er die Namen möglicher Nachfolger wie Tuchel, Simeone, Glasner und Klopp häufiger lesen, als ihm lieb ist.', 'Die 20-Millionen-Euro-Rekord-Ablöse wird Nagelsmann in diesem Sommer nicht mehr vor einem Rauswurf schützen.', 'Dreimal in Folge 1:1 für die Nagelsmann-Bayern. Das gab es bei den Münchnern erst einmal, 1978!', 'Foto: DENNIS BROSDA ']",Matthias Brügelmann
KOMMENTAR; Gerichts-Gutachter müssen haften!,211 words,28 January 2023,BILD,ZBILD,"['CLAUS STRUNZ', 'Wieder hat sich ein Gutachter geirrt. Und wieder sind deshalb zwei Menschen tot und viele verletzt.', 'Ibrahim A., der Messer-Mörder aus dem Regio-Zug, sei weder für sich noch für andere eine Gefahr, testierte ein Psychiater erst vor Kurzem. Sechs Tage nach seiner Haftentlassung, die auch aufgrund des Gutachtens erfolgte, metzelte der Mann seine Opfer nieder.', 'Die Vorstellung, dass der Falsch-Gutachter unbehelligt bleibt und womöglich gerade das nächste falsche Gutachten über einen Straftäter verfasst, während die Angehörigen der Toten am Grab um ihre Liebsten weinen, ist schmerzhaft und verstörend. Hier bedarf es eines Umdenkens.', 'Gerichtsgutachter sollten genau wie Privatgutachter für ihre Fehler haften - mitsamt des Rechts auf Schadenersatz. Wenn dieser anders als bei Autos oder Bauwerken nicht in Geld beziffert werden kann, könnte er auf andere Art und Weise geleistet werden: Psychiater oder Psychologen, die sich geirrt haben, müssten die Pflicht haben, mit den Angehörigen der Opfer in den Dialog zu gehen, sich zu erklären, auch um Verzeihung zu bitten. Nicht Auge um Auge, aber Auge IN Auge.', 'Kritiker werden jetzt sagen: Eine solche verpflichtende Regelung könnte den Inhalt von Gutachten beeinflussen. Das kann sein. Und es wäre gut so. Denn das nennt man Verantwortung. Und gerecht wäre es auch.']",CLAUS STRUNZ
KOMMENTAR; Der Mann der Stunde,165 words,27 January 2023,BILD,ZBILD,"['ALBERT LINK', 'Fast hatten wir uns damit abgefunden: Die Bundeswehr pfeift aus dem letzten Loch, personell wie strukturell. Und nicht einmal die Minister, die dazu die Macht hatten, schienen ernsthaft interessiert, etwas daran zu ändern.', 'Mit der Ernennung von Boris Pistorius zum Nachfolger der in jeder Hinsicht überforderten Pannen-Ministerin Christine Lambrecht ist plötzlich vieles anders.', 'Binnen Tagen hat sich der Niedersachse Respekt verschafft. Und gestern, bei seinem ersten Truppenbesuch, war zu spüren: Der Kanzler-Begriff von der ""Zeitenwende"" muss keine Floskel bleiben. Wir können erstmals seit Jahren darauf hoffen, dass die Verteidigung unseres Landes in kompetente Hände gelangt.', 'Und da ist es völlig egal, ob Mann oder Frau, ob gedient oder nicht gedient, ob Union oder SPD. Es geht einzig und allein darum, dass der Chef unserer Streitkräfte endlich dafür sorgt, dass unsere Soldaten vernünftig ausgestattet werden. Und dass sie gesellschaftlich denselben Rang erreichen wie Polizisten, Feuerwehr und sonstige Rettungskräfte.', 'Pistorius steht bislang genau für diesen Kurs.']",Albert Link
